Data,Label
 কোলকাতা নিয়ে আপনার এত চুলকানি কেন ভাই ,2
 এমন মানুষ জেলে থাকার মতো অপরাধ করবে বলে মনে হয় না। মিথ্যা মামলা ওর খাটো? স্বাধীন দেশে ভালো মানুষগুলোই পরাধীন ,2
 এডিট করার টাইম পাচ্ছি না ভাইয়া : ,0
 আপনার খাওয়া না ছাড়া জীবনে কি আর কোন কাজ নাই ,2
 ভিডিও টা আরো বেশি ভাল লাগতো যদি শস কমিয়ে দিতো ,1
 তখন তার ক্ষেত্রেও দেশের সেবা শব্দটা তার ডায়েরি থেকে ওঠে যায় ,2
" থেকে রুপি কি রুপি না বারবার ওঠে রুপি বলার দরকার কি ,! ⁉ ",2
 কুত্তার বাচ্চা বিবি আয় তোর কর্মকার ,2
 হাতি তার নব জীবনের অানন্দ ফিরে পেলো ,0
 ভাই এখানে খেয়েছি খাবারের এত মজা বাংলাদেশের আর কোথাও পাইনি ,1
" ভাইয়া , এভাবে মনে হয় চিন্তা করা ঠিক না। যার যে প্লেস ভালো লাগে সে সেখানেই ঘুরতে যায় ",0
 তোর জন্য অনেক বড় একটা ভবিষৎ অপেক্ষা করছে ,1
" আলহামদুলিল্লাহ রমজান মাসে আল্লাহর রহমতে অনেক ভালো একটা খবর পাইলাম , আল্লাহতালা জেনো সবাইকে নেক হায়াৎ দান করেন আমিন ",1
 এই দান করেন আগে ডিম থেরাপি মারেন ,2
 ভিডিও কোয়ালিটি খুবই আমিন। প্রথমদিকে ইন্ট্রোতে আপনার ফেইসই ফোকাস হয় নাই ,2
 এখনো ভালো পুলিশ দেশে আছে ধন্যবাদ পুৃলিশ ভাইকে ও স্বপ্ন সুপার কে ,1
" আপনার সবগুলো এপিসোড দেখি , অনেক মজাদার ",1
" খুব জানতে ইচ্ছা করে , উপস্থাপিকা মুখে কয় কেজি দেখি দিচ্ছে? : ) ",2
 পশুর চামড়ার মামলার জেল হয়। আর মানুষ মারা আসামীরা বুকপুলে চলে এটায় হলে আইন ,2
 আপনি কি বগুড়া এসে বগুড়ার দই খেয়েছেন নাকি ঢাকায় পাওয়া বগুড়ার দই? অরিজিনাল অথেনটিক বগুড়ার দৈ খাইলে কখনও ওভাররেটেড বলতেন না ,0
 এটা না করে বার্নটা আলাদা হিট করার দরকার ছিল তাহলে আরো ভালো হবে ,0
 দরকার আগে নিজের ঘরটা পরিষ্কার করুন এবং করানো। দেখবেন পুরো পুরো পরিষ্কার লাগবে ,1
 কিন্তু যে জরিমানা করা হয়েছে এটা দুনিয়াটা স্বরূপ হয়ে গেছে। আরও অনেক জরিমানা করা উচিত ছিল ,2
 ঢাকা বিশ্ববিদ্যালয়ের ভাইটার জন্য দোয়া করি আর রানার জন্য অসংখ্য অসংখ্য দোয়া ও উজ্জ্বল ভবিষ্যৎ কামনা আসুন সকলে মিলে পাঁচ ওয়াক্ত নামাজ পড়ি ইসলামিক জীবন গড়ি ,1
" আর ভাই উনি খেতে গিয়েছেন , উনি মাংস জবাই এর প্রস্তুতের খেতে দেখতে জানা নি ",1
 দিদির চ্যানেল নেই। দিদি বাংলাদেশের এক সময়ের মাঠ কাপানো ছোটো পর্দার এক্ট্রেস ,1
" সাংবাদিক ইলিয়াস হোসাইন ভাই যদি এই ঘটনাটা শুনে ও দেখে থাকে , তাহলে আমি আপনার একজন সাধারণ নাগরিক হিসেবে এবং আপনার একজন ফ্রেন্ড হয়ে মিনতি করে বলছি আপনি ও এই বিষয়টা নিয়ে একটু আলোচনা করাবেন প্লিজ ভাই ",0
 আচ্ছা ভাই ডিজি লাইক দেয় কেন ,2
 আপনাদের দুজনেরই উপস্থাপনা দৃষ্টিনন্দন। খাবারগুলো খুবই লোভনীয়। তবে পরিবেশনা করার জন্য ব্যবহৃত পাত্র গুলো আরেকটু মানসম্পন্ন হলে ভাল হত ,1
 পুলিশের মাকে দোচতে হবে আগে ,2
 আসুন আমরা পাচ ওয়াক্ত নামায পড়ি ,1
" যাই হোক যেহেতু আমি এটা নিয়ে বেশি আলোচনা করতে চাই না , তাই দুটো কথা খুব স্পষ্টভাবে বলে শেষ করছি ",0
 করতে চাই না। এরা এরা দেখলো মিনিট আমি দেখলাম ৪ মিনিট। বাট হালায় কেলা পারে না ,2
 বাড়িতে যত টাকা ছিল সব লাগেজে পাচার হয়েগেল ক্যামেরার সামনে পুলিশ পলিব্যাগে করে অাগে টাকা নিয়ে গেছে ঘুষ ,2
 ভাইয়া আপনার ভাইয়ের নামৃবার তা এখানেও পাইনি ,1
" আদনান সঠিক বলেছে , এই খাওয়া গুলো টা এখনও ",0
" কেন , পাইনি খায়! তাছাড়া সাথে আরও লোকও থাকতে পারে যাদের দেখানো হচ্ছে না ",0
 ভাই ৫০০ টাকা কেজী গরুর মাংশ কিন্না ৫ পিছ গরুর মাংস দিয়া মাংশ টাকায় খিচুড়ি কেমনে বেচে ,1
" আজকে ভালোই লাগল , দিয়া খাইয়ে দিলেন ",1
 জন্যে? আ্যতো পদের খাবার কি ,2
" ধন্যবাদ , আমাদের পদের আসছে ",0
 রাষ্ট্রপতির দেখেছি প্রিয়াঙ্কা সংসারে আগুন লাগিয়ে দিবে। এমন হতে পারে সেই এই খবর শুনলে তার হাজবেন্ডকে ছেড়ে রাষ্ট্রপতির কাছে চলে আসতে পারে ,0
 ভাই কলকাতা থেকে কাশ্মীর ট্রেনের টিকেট কি ভাবে পাবো আর ট্রেন ভাড়া খাটো আর ,1
 ভাই আপনার পেট কত বড় আপনি শুধু খান। আপার পেট এতবার কেন। বাই দয়া করে আর খাইয়েন না এই বিডিও বালো লাগেনা ,2
 তবে পরের ভাইটাকে ধন্যবাদ ওসাম উত্তর দেয়ার জন্য ,1
 আপনি তো ভালো আছেন কোনো না যে ভাবে খাইছে ,0
" ভাই , সবসময় আলু আলু আপনি। আপনার ভিডিও দেকলেই আলু কথা মনে পরে ",2
 বিরিয়ানি নামটার পিছনের ইতিহাস জানতে চাই ,0
" ইতিহাস আন্টির জানতে কথা বলা এবং চাই কোলকাতার খুব ভালো লাগল। মানুষ মানুষের সাথে না মিশে দুর থেকে অনেক সময় বাজে মন্তব্য করে যা সত্যি খুব দুঃখজনক। দুই বাংলা মিলেমিশে আমরা এক বাংলা , আমরা বাঙ্গালী এটাই হোক এক পরিচয় আমাদের , দৃঢ় হোক আমাদের বাংলা বন্ধন। ধন্যবাদ ভাই ",1
 ভাই আপনার টুরটা আমার খুব ভালো লাগল ,1
 অনেক গুলো রাত পার হয়ে আমার তোমার সাথে কথা খুব। বাট এমন কোনো রাত বাকি নেই যে তোমার কথা ভাবিনি ,0
 ভাবিনি উচ্চতা -আমার ফিট উচ্চতা ইঞ্চি ,0
" সালের ৫ ফিট ১১ বাচ্চা কসাই ডাক্তার। যেখানে বাংলাদেশ সরকারের প্রাইজবন্ড ড্রয়ের পর দুই বছর পর্যন্ত প্রাইজবন্ডের পুরস্কারের অর্থ দাবি করা যায় , অন্যথায় এ অর্থ ",2
 মানুষ বিচার পায় না পুলিশের কাছে আবার হনুমান ,2
 অদ্ভুত একটা সাউন্ড ব্যাকগ্রাউন্ডে ,0
 আর এগুলো হচ্ছে আইওয়াশ কিছুদিন পরে সব আগের মতোই হয়ে যাবে ,2
 জিভে জল চলে আসলো ভাই ,1
 আপনি চুপ করে খেতে পারেন না এত কথা বলেন কে ,2
 মেনু বদলে গেছে। আমি নব্বইয়ের দশকে একাদিক্রমে পাঁচ বছর ,0
 বাংলাদেশের দ্বিতীয় প্রধান ভাষা ইংরেজী তাই এখানে আমরা এর গুরুত্ব দেই ,1
 এটা কাচ্চি এটা কালার ,0
 পূজা প্যান্ডেলের সামনের খাবার দোকানগুলো নিয়ে ভিডিও করলে ভালো হয়। কথা বেশি বলছেন দেখে ভালো লাগল। তবে খাবারের সম্বন্ধে আরো বেশি করে বললে বেশি ভালো হয় ,0
 বাংলাদেশে এত কছু থাকা সত্যও আমরা নেদারল্যান্ড কাশ্মীর সুইজারল্যান্ড এর মত উপভোগ করতে পারি না হায় রে দেশ ,0
 সবাই নুরু ভাইয়ের সাথে ত্রক হোন তাকে সবাই মিলে সহযোগিতা করুন অাপনার স্বার্থে অাপনার পরিবারের স্বার্থে পরিবারের দেশের স্বার্থে স্বার্থে ,1
 আপাত মোবাইল দিয়ে ভিডিও বানাই ,0
 ত্রই টাকার আহার। পোলাপান গুলো একেকটা ফেরেশতা ,1
 বাংলাদেশের ক্রিকেটের জন্য ভালো হবে কারণ তিনি পোলাপান। ভারতের সাথে এখন ম্যাচ বেশি হবে। বাংলাদেশের খেলা ইনপ্রুভ হবে ,1
 হাচিনা ভারতির কুত্তা পুলিশলিক ,2
" ভাল লাগল , তবে খাবারের দিকে একটু ভালভাবে বেশী সময় ফোকাস করা উচিত , আফটার অল এটা তো ফুড ভ্লগ , তাইনা ",0
" বাংলাদেশে এরকম হাজারো যুবক আছে , ব্যাট খেলা আছে না , এবং দেখেও না ",0
 আপনি ভাতের সাথে সবাই ব্যাট খান! ইভেন মাছ খাওয়ার সময়ও দেখলাম প্রতিবারেই মাছ নিয়ে মাছ নিয়ে খাচ্ছেন ,2
 রাজশাহী নিউমার্কেটের সামনে চটকিয়ে টাকার খাসির হালিম অবশ্যই খাবেন। রূপক আমার নাম দোকানদারদের বলবেন আমি পাঠিয়েছি। অবশ্যই যাবেন। নিউমার্কেটর সামনে গেটের উপরে রূপকের নামেদুই পাশে শুভেচ্ছা বানার আছে ,0
 প্রকৃতির সাথে লড়াই করার ক্ষমতা আমাদের কারোর নেই তাই আসুন আমরা সবাই প্রার্থনা করি ঈশ্বরের কাছে যিনি এক মাত্র পারেন এই ভয়াবহ আগুন নিভিয়ে দিতে। তিনিই পারেন তার এই পৃথিবীকে রক্ষা করতে ,1
 একদিন শেখ হাসিনার পরিবারকেও আমরা এভাবে কোপাতে ধরবো ,2
 তাই ত 1000 রংকিং এর ভিতরেয় বাংলাদেশের কোনো ভার্সিটি আসতে পারে না ,2
 পোস্তগোলা করিমুল্লারবাগ ঢাকা ১২০৪ ,0
" আর ভাই , ওজন কিভাবে ভাই একটু বলবেন প্লিজ ",1
 ওজন তো বাংলাদেশে নৈতিক কিভাবে এত হচ্ছে। যে দেশের রাষ্ট্রপতি এমন স্যার কথা ঢাকা বিশ্ববিদ্যালয়ের সমাবর্তনে বলে সেই দেশের ছেলেমেয়েরা এক একটা চোর বেশ্যার হবে। ড । মাহাথির মোহাম্মদরা যেখানে সমাবর্তনে উপদেশ যেখানে কথা বলেন। আর এসব পাগল ছাগল বলে সিগারেট চুরির গল্প ,2
 চুরির ইউ গল্প ইউ এটা আমরা বিচার চাই ,1
 থ্যাঙ্ক রুপিতে ইউ খাবার। আর আমাদের বাংলাদেশে হলে কমপক্ষে আমাদের অথবা বাংলাদেশে টাকা হলে ,1
 কমপক্ষে কি ২০০০ অথবা ২৫০০। মটর সাই‌কেল দিয়ে কি যাত্রা করা যায় ,0
" নতুন চ্যানেল , ধীরে ধীরে এগোচ্ছি , এখন আপনাদের সাপোর্ট অনেক প্রয়োজন। সাবস্ক্রাইবার করে পাশে থাকবেন আশা করি। ধন্যবাদ ",1
 হালে মফিজ। নাটক করিস ঝাল খাবারটা। কতদিন ভয়ে হাগিষ্ণনাই ,2
" যদি দেশ সঠিকভাবে চালাতে না পারেন তাহলে প্লিজ ক্ষমতার লোভ ছেড়ে ব্রিটিশ প্রধানমন্ত্রী মতো পদত্যাগ করুন। এতে বাংলার লোকের মিনিমাম আপনি মরলে জানাযায় শরীক হবে , নয়তো এদেশের মাটিতে আপনার কবর ও না হতে পারে ",2
 দাদা অনুরোধ রইলো এবারের দুর্গাপুজোর সময় এখানে আইসেন ,1
 হায়রে মানুষ আমরা আল্লাহ শুকরিয়া আদায় করতে পারিনা কাঠের টেবিল হোক জাইহোক এর উচিলায় আল্লাহ তাআলা অদের হায়াত রেখেছে তাই অনরা বেঁচে গেছে আল্লাহ ক্ষমতা জে কতো বোরো সেটা মানুষ কে বুঝে বড়ো দান করুন আল্লাহ ,0
" খুব বাজে সময়ে সেটা এসেছেন। আপনি কোনো দিন ও জানতে পারবেন না যে মাংস গুলো খেলেন তা কোনো কোনো না পরা মৃত পশুর থেকে এসেছে। কুকুর , বিড়াল বা গাধা যেকোনো কিছুই হতে পারে ",2
 কিছুই লেবু ছিটকে আর হতে মাখিয়ে খেতে কাউকে এই প্রথম দেখলাম। আর ফ্রিজ দিয়ে বিরিয়ানি খাওয়া তো আছেই। খুব চোখে লাগল। এমনিতে আদনান ভাই এর ভিডিও গুলো আমি খুব উৎসাহ নিয়ে দেখে থাকি। হায়দ্রাবাদি বিরিয়ানির এপিসোডটা খুব হতাশ করেছে আমায় ,1
 আমাদের চুয়াডাঙ্গা জেলার ছেলে ,0
 মাসুদ রানা কে হোক আর না হোক। পরের কথা। জাজমেন্ট রা ছেলেদের যে অপমান রা কথা বলছে তার বিচার আগে চাই। প্রশাসনের কাছে। এবং দৃষ্টান্তমূলক শাস্তি কামনা করছি। অমানুষ বিচারকদের ,2
 সত্য আমাদের ভাবতে ভয় লাগে পুলিশ এই কাজ করবে নাকি তবে হে আছে হে বান্দা এখনও দুনিয়ায় ,1
" আছে , হয়তো ঠিক জায়গায় কথা বললাম , হয়তো না। ভালো থাকবেন ",1
" পিঠা উৎসব খুব সুন্দর। কিন্তু এগুলো সত্যিকার গ্রাম বাংলার পিঠা না , বাণিজ্যিক প্রতিষ্ঠানটি গুলো এখানে স্টল করেছে। অবশ্য স্টল ভাড়া ও অন্যান্য খরচের কারণে দাম বেশি রাখতে হয়েছে। তবে মেয়েদের অংশগ্রহণ ব্যাপক , দর্শক এবং প্রদর্শক হিসেবে। আপলোডের জন্য ধন্যবাদ ",1
 এদের কে গালি দিতেও ঘৃণা কেড়ে ,2
 জন্য। খাইতাসি । কলকাতার বাংলা বলুন। বাংলাদেশিদের ভরে বাংলাদেশিতে ,2
" ভরে , তোর জন্মই তো জিম্বাবুয়ে। তা না হলে অন্যের মাকে গালি দিতি না। তোর মা বোন বিদ্যা। করবেন করে তোদের জীবন চলে। খাংকি মাগির পোলা ",2
 সমস্যা নাই কেয়ামতের সময় চলে আসছে ,0
" আশরাফুল এর কারনে বাংলাদেশ ক্রিকেট পরিচিত হয়েছে , কিছু দালার এর কারনে , আজ আমাদের হিরু জিরু হয়ে গেছে ",1
 ক্যাসিনো মালিকদের চেয়ে ভয়ানক হচ্ছে পুলিশ সাহেবরা ,2
" ঐ সময় আবহাওয়া ভালো থাকে , মানে শীত কম থাকে। তবে বৃষ্টি হতে পারে। এত অল্প বয়সে ঐ সব এলাকায় না নেওয়াই ভালো আমার মতে। অনেক ধন্যবাদ ",0
 ভাইয়া ভ্লগ গুলা এত ভালো লাগছে যে শেষ যেন না হয় সেটাই চাচ্ছিলাম মনে মনে। এয়ারপোর্ট এর এত এয়ারপোর্ট দেখে খুব ভালো লাগল। আর খুব সাবলীল ছিলেন ভিডিও। দেশের বাইরের আরো ভিডিও চাই ,1
" এই সব লোকজনের জন্য , বাংলাদেশের সরকারের এবং ভালো মানুষদের কোন দাম নেই অবিলম্বে এদের বিচার হওয়া উচিত ",0
 05 : 37 এ সি - ফুড স্যুপটার মধ্যে কাঁকড়ার শক্ত খোলস এর পা এর বদলে শুধুমাত্র মিটে গুলো দিলে শুধুমাত্র হতো ,0
 আদনান ভাই অপেক্ষায় ছিলাম ঈদে একটা সারপ্রাইজ দিবেন! ভালো লাগলো দুজন কে দেখে ,1
" আপু ডাকসুর থেকে সোশ্যাল সায়েন্সের ক্যাফে যেতে যে সাইড দিয়ে উঠবেন , ভ্যানে ওই ডাকসুর বানায়। ১২ তা থেকে। গত গত বছর খাচ্ছি। ভালো লাগে ",1
 চাঁদাবাজ পুলিশ আর রাজনৈতিক নেতাকর্মীদেরকে ধরে এমব চিড়িয়াখানায় রাখার ব্যাবস্থা করা হোক ,0
 সৌরভ গাংগুলি একজন রুচিশীল মানুষ ,1
" খাবার গুলো আরও সৌন্দর্য পায় আপনার সাবলীল উপস্থাপনা এর জন্য , ভালো থাকবেন ",1
" ভাইয়া এখানে কি দুই সাবলীল খিচুড়ি পাওয়া যায়? আর কি কি খাবার পাওয়া যায় আর দাম গুলো তো বললেন না ,! মেনু টা দেখালে ভালো হতো ",1
 জনাব পাপন সাহেব বললেন ; ; ; ,0
 চাচা দেখালে মালিক ও এই কথা বলছিল। কিন্তু সামান্য একটা বরফের খণ্ডে কি ধ্বংস হয়েছিল। আল্লাহ এটা না করুক। আমিন ,2
 চমৎকার তথ্য। জানা ছিল না ,1
 নিলখেত এর সব পোলাও পুরাই ভুয়া ,2
 ভাত পাওয়া না পাওয়ার কি দেখলেন এখানে ,0
" আপনাকে অনেক ধন্যবাদ ভাই , ভাই আমি দার্জিলিং যেতে চাই জানুয়ারি মাসে। আমার বাসা নীলফামারী জেলাতে ",1
" আলহামদুলিল্লাহ রমজান মাসে আল্লাহর রহমতে অনেক ভালো একটা খবর পাইলাম , আল্লাহতালা জেনো সবাইকে নেক হায়াৎ দান করেন আমিন ",1
 দয়া করে আমার জন্য দুয়া করবেন যেনো সব বিপদ কেটে যায় ,1
 প্লিজ প্রশাসনের কাছে দাবি এই লটারি মালিক আইনের বিপদ আনা হক। নইলে যেত টাকার লটারি বিক্রি হইছে সব টাকা অনাকে দেওয়া হক ,0
 পুরা দেশাটাইতো চোরের আড্ডাখানা ,2
 এটা কি শুক্রবার খোলা থাকে ,0
" বাংলাদেশের পুলিশ আর রাসতার কুতা , সমান ",2
 সাংবাদিকরা জড়ালো ভুমিকা নিয়ে এই গরিবের পাশে দাঁড়ালে টাকা দিতে বাধ্য হবে প্রতারক চক্র ও সংস্থাটি ,1
 এরশাদ সাহেবের কুল থেকে বের হলে যমুনা টিভি আরো জনপ্রিয় হবে ,0
 ব্যাংককে ফুড থেকে খুব ভালো লাগল। অাপনার প্রেজেনটেশন খুব এনারজেটিক হয়েছে ,1
 হাতি কি নোয়াখালীর ভাসা বুজে ,0
 আমাদের এইদিকে ১ টাকার পিয়াজু পাওয়া যায় ,1
 আমাদের মত গরীব যারা ৫০০০ টাকা বেতন পায় তাঁরা কখনোই আপনার এই খাবার টাকা কথা চিন্তা করতেই পারবে না। তাই আপনার ভিডিও গুলো বড়লোকদের জন্য ,2
 এই ভিডিও দেখেও যদি না বোঝেন তাহলে আপনাকে আর আমি বোঝাতে তাহলে না ভাই ,2
 ধন্যবাদ হিল্লোল ভাই সেখানে যাওয়ার জন্য। আশা করি সামনে আরো সুস্বাধু খাবারের প্রসেস দেখাবেন ,1
 ওয়েটার ভদ্রলোক এবং নওশীনের ড্রেসটা একই ,0
 ভাই আপনি ভিডিও করেন সভ ভিডিও তে বাম হাথ দিয়ে খাভার কাও ঐটা টিক না ,2
 হিজাবি আপা কানে কানে বলছে হিল্লোল ,2
 দুনিয়ায় সুখই সুখ না এটাই প্রমাণিত হয়েছে ,0
" ভাই মার্চ _এপ্রিলে গেলে কেমন হবে , ওই সময় আবহাওয়া কেমন থাকে কেমন জন্য ",0
" হবে হচ্ছে সম্ভবত ওনার বউ। বউকে নেয়ার লাভটা হচ্ছে বউ শুধু ফ্রিতে ক্যামেরা অপারেট করে না , আরও অনেক কিছু কিছু করে ",1
" খাবারের খা ও জানেন না , আবার ফুড ব্লগ খুলে বসে আছেন। আপনার পুরা প্রেজেন্টেশন আমার কাছে খ্যাত খ্যাত লাগে। খ্যাত ",2
 সাধারণত ট্যাক্সি ড্রাইভার সেই গাইডের কাজ করতে পারেন ,1
" সাধারন্ত ভাই , লোকেশন বলেন ",0
 তুমি পারবা। ওই মাংস বড় ওই ,1
" আদনান ভাই , একদিন কুমিল্লায় আসেন। একসাথে ঘোরাঘুরি প্লাস খাবার থেকে দাবার। সবই হবে ",1
 সরকারের সকল লটারি কেন বাজারে চলতে দিচ্ছে মানুষের লাখ লাখ টাকা হাতিয়ে নিচ্ছে পুরস্কারের নামে তারা মানুষকে ঠকাচ্ছে তারা কাউকে কোন পুরস্কার দিচ্ছে না এদিকে সরকার কেন ব্যবস্থা নিচ্ছে না নাকি সরকারের সাথে জড়িত রয়েছে ,0
" আরে পুলিশ রে , তাদের দুঃখে দেশ জড়িত ",2
 পরিবেশের জন্যই যায়নি এখন আর। একবার গেলাম দেখি স্কুলগামী একবার গেলাম অন্তরঙ্গ দেখি। লজ্জায় নিজেই চলে আসলাম। এসব ব্যাপারে কর্তৃপক্ষের সচেতন হওয়া উচিত ,1
 ভাই দেশীয় গান দিলে বেশি ভালো লাগতো ,1
" আদনান ভাই , পরিবেশনকারীকে উপযুক্ত বকশিষ দিতে ভুলবেন না যেন ",1
 রঙ তুলি জল তোমার মেসেজ পেয়ে আমি তো হারিয়ে গোিছ আমাকে আমাকে পাই তার পর স্টেশনে খুেজ ,1
" এই পাই বুকে আসলেই সবাই সম্ভব। ভুমিকম্প হয়ে না মরলে এই চুর , বাটপার , অসুস্থ , ভাংগালী জীবনত ঠিক হয়ত ন ",2
" ছাগল , ওনার গাড়ীর তেলের টাকা এর চাইতে বেশি খরচ হইছে ",2
 এইসব এর ত্যাগী চাইতে বেশী খরচ কথা হইছে এইসব। বাইংচোদ অভিশপ্ত জাত এই পুলিশ ,2
 আর যে আইফোন ইউজ করছে সে অন্য ফোন কখনও চালাবেনা ,0
 আমার নাম দেবব্রত আপনার ভিডিওটা দেখে আমার খুব ভালো লাগলো আমি অনেক কিছু আপনার ভিডিও সাহায্যে জানতে পারছি কোথায় কোথায় কি কি আছে আপনি এরকম করে আমাদের জানাবেন আর আপনার সেই ভিডিও চ্যানেল টা এরকম করে আমি কমেন্ট দিতে থাকব যেটা নতুনত্ব জিনিস আমি দেখব ঐ অনুসারে আপনাকে আমি কমেন্ট ,1
 আমি দেশের ভাইকে অতিরিক্ত কমেন্ট জন্য অনেক ছাড়া দাম দিয়ে কিনতে হয়! এইটা নিয়ে নিউজ করেন ,0
 পি বি আই ঐ এইটা নিয়ে করা হোক। এবং সঠিক তদন্ত করা হোক। হামলাকারীর উপযুক্ত শাস্তি হোক ,0
 অবশেষে এরশাদ সাহেবের কথা ঠিক হলো। জাতিয়পাটি জিন্দাবাদ ,0
 ভাইয়া আপনার মাথা ঠিক আছে তো। এক্স মুসলিম ,2
 এক মাস সেহেরি খাইয়া রোজা রাহা সোজা ,1
" কলকাতার মালুরা সারা জীবন আমাদের নবাবের গোলাম ছিল , জীবন এ ইংরেজদের পায়ে ধরে ইন্ডিয়ার আমাদের শুরু করেছে। এরা আগেও গোলাম ছিল , এখনো গোলাম। গোলামের বাচ্চা গোলাম ",2
 সব পুলিশ যে খারাপ না তারই প্রমাণ দিলেন এই পুলিশ অফিসার। তার থেকে সব পুলিশ কর্মকর্তার শিক্ষা নেওয়া উচিত। অনেক অনেক শুভকামনা থাকি স্যার আপনার জন্য। আর স্বপ্ন যা করেছে তা নিঃসন্দে প্রশংসার দাবিদার ,1
" কেন বৃষ্টি দরকার , তোমাদের পযকতি কোথায় এখন ",0
 এতো খাবার কনোদিন ও খাইনি এক সাথে খেতে অনেক টাকা লাগে ,1
" যাক বাবা , বিফ নেই , আপনার কলকাতার ভক্তলোগ খুশি থাকবে ",2
" খরচ খুশি করে আপনার থাকা - খাওয়া , টিম সাইজ আর যাতায়াতের ধরনের উপর। আমাদের 18000 টাকা করে পড়েছিল ",1
 হায়রে বাংলাদেশ যেতো যতো ছিটিং বাজী এটাতো ইউরোপেতো দাম না ,2
 এতো বন্দ্যোপাধ্যায় একটা উপন্যাস আছে দাম। উত্তম থেকে সুচিত্রার ছবিটা ঐ উপন্যাসের উপর ভিত্তি করেই নির্মিত কিনা জানি না ,0
" সরকারের পোষা কুকুর হলো এই পুলিশ , যারা সবসময় পুটকি মারার মারার থাকে ",2
 স্টিভ জবস মরার পরে আইফোন নতুন কোনো ইনোভেশন আনতে পারে নি। খালি ঘুরায় ফিরায় একই ,0
 একজন সুন্দর মনের মানুস সৌরভ গাংগুরি জিনি আমার খুব পচন্দের একজন মানুস ,1
 ছাত্র লীগে কবে তমাকে গুম করে ফেলে আল্লাহ জানে নূর ভাই ,0
" পারলে গুরুর মাংস খেয়ে দেখান ইন্ডিয়াতে , জান নিয়ে আর ফিরে আসতে পারবেন না ",1
 শুভ জন্মদিন সাজিদ হোসেন ,1
 এটা ভীষণ বাজে এবং খাবারের দাম অস্বাভাবিক রকমের বেশি ,2
 বালের গান তুরান খেলোয়াড় করলে এত ভিউ হয় না যেতো সব ফালতু ,2
 কুরান আইন কি বলে? হাতি পোষা যাবে? এই এই চিড়িয়াখানা না দিয়ে সাফারি পার্কে দিয়ে দোয়া উচিত। চিড়িয়াখানা তো না খাইয়ে রাখে ,2
 অসাধারণ লাগল। অনেক চমৎকার ভাবে সব তুলে ধরেছেন। ধন্যবাদ আপনাকে ,1
 আশরাফুল করে বিকেএসপি। আর এরা হলো আওয়ামী লীগের পা ছাতা দল ,2
" শোয়ের কথা বলি ; খালিদ ভাই , আপনার খাওয়ার পা অনেকটা আমজনতার মতো। বৈচিত্র্যময় না , বরং ন্যাচারাল। বাকি ফুড চ্যানেলগুলো থেকে এইটাই আপনাকে আলাদা করে রেখেছে ",1
 ১৩ তম সেকেন্ডে হাতে পার্স দেখেই তো বোঝা যাচ্ছে যে এটা একটা মেয়ে ,0
 আপনার শুদ্ধ সুন্দর উচ্চারণে বিষয়গুলো উপস্থাপন করেছেন বলে অনেক ভালো লাগলো ,1
 আমি কিছু বোঝিনা তোদের কি ইন্ডিয়া ছারা আর কোন নিউজ পাসনা সব কিছুতে ইন্ডিয়া ইন্ডিয়া করস ,2
 ৯০ দিন পর গেলে কি আর যাওয়া যাবে না ,0
 ভাইয়া শুলতান্স ডাইনি এর একটা ডাইন আছে এর ,1
 খাবার একটা দেখে মনে হচ্ছে আমাদের বাসার রান্না। বাসায় আম্মা ঠিক এভাবেই রাধে ,1
 এই রকম পুলিশ আছে বলে দেশে এখনো কিছুটা শান্তি পাওয়া যায় ,1
 অনেক কষ্ট করে হাজির কিছুটা খাইতে গেছি অনেক শখ করে। কিন্তু অভ্যাসে দেখলাম ফালতু বিরিয়ানি। পরিবেশ ও বেশি ভালো না। শুধু নামে চলে ,2
 বলে সুধু এগুলো সবাই জানে দুদিন পর যেই লাউ হেই নামে। এই আমলে একটু বেশি সেই হচ্ছে। এটাই হলো গুলির বৈশিষ্ট্য। সব প্রভোস্ট রাজনীতির সাথে জড়িত। আসলে এটি একপ্রকার ঐতিহ্য হিসেবে সবাই মেনেও নেয় ,2
 পরিবেশ তা সুন্দর না? কোনো হৈচৈ নেই ,0
 ভাইয়া ভাবী ত খুব সুনদর আপনারা দুনু জনকে ঈদের সুবেচছা রহিল ,1
" বাজে কমেন্ট করলে ইউটিউব আমার চ্যানেল কে স্প্যাম করে দিবে , নয়তো তোরে টুট টুট টাইপের গালি দিতাম. ",0
" স্যার আপনি একটা কাজ করতে পারেন , যে খাবার তা খাবেন সাথে সাথে সেই খাবারের রেটিং দিয়ে দিবেন। যেমন যেমন অথবা ১০। ১০ অথবা ১০ এভাবে ",1
" বুয়া আমাকে উত্তরে বলল আটা ময়দা কিছু নাই দোকানে , আমি বললাম কেনো , বুয়া বলল কেনো আপিন জানেন না , আমি বললাম না কি হয়েছে ",0
" সত্যি বলতে , আপনার সামরিক শক্তি থাকলে কেউ যুদ্ধ চাইবে না , আলোচনা চাইবে ",0
 সব ভালো লাগে। আপনার ভিডিও সুন্দর। কিন্তু কিন্তু আপনি আপনার জুতা চামচ গুলো দিয়ে কিন্তু কিন্তু খাবার নষ্ট করেন ক্যান। এটা ভদ্রতার মাদ্রিদে পড়ে না। প্লিজ খেয়াল রাখবেন ,1
